f1,f2,f3,f4,label
6.06,2.61,4.68,1.18,versicolor
6.10,3.16,5.47,2.02,virginica
5.68,3.66,1.49,0.47,setosa
6.68,2.90,4.82,2.00,virginica
6.78,3.00,5.17,2.11,virginica
6.36,3.18,4.66,1.48,versicolor
6.06,3.27,5.62,2.33,virginica
5.09,3.75,1.98,0.23,setosa
4.96,3.51,1.70,0.56,setosa
7.36,2.57,5.29,1.68,virginica
5.35,3.09,4.48,1.09,versicolor
6.26,2.69,5.40,2.31,virginica
6.55,2.74,4.75,1.23,versicolor
5.01,3.32,1.62,-0.01,setosa
6.01,2.47,4.19,1.45,versicolor
5.18,3.48,1.57,0.29,setosa
5.60,3.57,1.40,0.51,setosa
5.83,2.44,4.28,1.19,versicolor
6.54,2.83,4.41,1.12,versicolor
4.26,3.34,1.25,0.03,setosa
5.61,2.68,4.04,1.46,versicolor
6.81,3.02,5.35,1.77,virginica
4.66,3.51,0.89,0.17,setosa
5.93,3.20,4.83,1.23,versicolor
5.95,3.18,4.54,1.55,versicolor
4.82,3.38,1.58,0.06,setosa
6.40,2.84,5.48,1.88,virginica
5.23,3.56,1.72,0.24,setosa
5.76,2.96,4.56,1.42,versicolor
4.93,3.58,1.58,0.27,setosa
4.76,3.24,2.00,0.20,setosa
5.04,3.16,0.99,0.20,setosa
5.21,3.53,1.13,0.19,setosa
4.95,3.43,1.64,-0.01,setosa
6.21,2.95,5.44,1.55,virginica
6.33,3.07,5.34,1.96,virginica
6.68,2.91,5.72,1.88,virginica
5.10,3.52,1.64,0.05,setosa
6.20,2.90,5.59,1.62,virginica
6.76,3.17,5.93,2.09,virginica
5.16,3.80,1.42,0.21,setosa
6.16,3.19,5.36,2.22,virginica
5.87,3.00,4.49,1.10,versicolor
5.94,2.84,5.94,1.84,virginica
6.12,2.93,4.11,1.32,versicolor
6.23,3.25,5.76,1.85,virginica
4.79,3.23,1.27,0.23,setosa
5.87,2.87,4.87,1.37,versicolor
6.43,2.52,4.15,1.24,versicolor
4.87,3.27,1.79,0.31,setosa
6.09,2.78,3.92,1.37,versicolor
6.53,2.87,3.98,1.19,versicolor
6.47,3.15,3.84,1.21,versicolor
5.84,2.91,3.54,0.90,versicolor
6.81,3.09,5.47,1.40,virginica
7.09,3.08,5.72,1.91,virginica
6.46,2.94,5.27,2.25,virginica
6.12,2.87,4.66,1.49,versicolor
5.09,3.22,1.52,0.19,setosa
4.82,3.31,1.49,0.15,setosa
4.94,3.21,1.01,0.34,setosa
7.01,3.03,5.53,2.03,virginica
5.10,3.38,1.41,0.24,setosa
4.35,3.24,1.72,0.26,setosa
4.33,3.63,1.33,0.67,setosa
5.42,3.12,1.86,0.13,setosa
5.55,3.17,1.17,0.52,setosa
5.94,3.23,5.60,2.01,virginica
5.75,2.57,4.30,1.22,versicolor
6.77,2.79,5.50,1.98,virginica
6.71,3.21,5.05,1.85,virginica
6.06,2.95,4.62,1.21,versicolor
5.91,2.88,1.93,0.53,setosa
5.60,3.33,1.15,0.01,setosa
4.85,3.13,1.94,0.30,setosa
5.07,3.57,1.48,0.39,setosa
6.21,3.04,6.29,2.05,virginica
5.83,3.23,4.23,1.27,versicolor
6.52,2.98,5.73,2.12,virginica
5.34,3.38,1.43,0.62,setosa
6.07,2.73,4.56,1.17,versicolor
6.35,2.83,6.09,1.99,virginica
6.02,2.93,4.34,1.03,versicolor
4.79,3.29,1.65,0.35,setosa
6.72,2.89,5.08,2.12,virginica
5.79,3.19,5.08,1.93,virginica
5.51,3.79,1.70,0.46,setosa
5.71,2.80,4.56,1.52,versicolor
5.61,2.87,4.33,1.16,versicolor
6.37,2.98,5.37,1.78,virginica
6.79,2.94,5.57,2.33,virginica
5.11,3.38,1.59,0.31,setosa
6.91,2.94,5.25,1.98,virginica
5.80,2.62,4.76,1.22,versicolor
6.23,2.94,5.28,1.80,virginica
6.38,3.32,5.24,1.93,virginica
6.83,2.84,5.48,1.89,virginica
5.93,3.72,1.19,0.28,setosa
4.53,3.16,1.48,0.21,setosa
7.22,3.00,5.75,1.70,virginica
6.55,2.89,5.48,2.17,virginica
5.04,3.37,1.17,0.29,setosa
5.98,2.81,4.36,1.04,versicolor
4.93,3.27,0.97,0.38,setosa
6.66,3.03,5.45,1.97,virginica
6.20,2.97,3.36,1.36,versicolor
6.24,3.22,5.54,1.97,virginica
6.01,2.46,4.29,1.51,versicolor
5.64,2.45,4.83,1.35,versicolor
6.20,3.13,3.77,1.31,versicolor
5.69,2.86,4.02,1.70,versicolor
5.20,2.65,4.74,1.42,versicolor
5.81,2.91,4.27,1.43,versicolor
6.29,2.84,5.64,2.05,virginica
5.60,2.81,3.78,1.21,versicolor
4.75,3.21,1.43,0.15,setosa
5.94,2.99,4.19,1.30,versicolor
5.42,3.64,1.91,0.37,setosa
6.31,3.10,5.94,2.40,virginica
6.55,3.15,5.71,1.73,virginica
5.36,3.50,1.65,0.16,setosa
4.99,3.73,1.72,0.40,setosa
6.36,3.08,5.22,2.34,virginica
4.75,3.50,2.29,0.23,setosa
6.27,2.88,5.53,2.21,virginica
4.67,3.46,1.76,0.10,setosa
5.60,3.69,1.36,0.39,setosa
4.91,3.48,1.80,0.25,setosa
6.23,2.77,4.44,1.13,versicolor
4.98,3.42,1.04,0.16,setosa
5.31,3.38,1.50,-0.01,setosa
5.91,2.71,4.09,1.43,versicolor
5.84,2.84,4.67,1.30,versicolor
6.13,3.03,4.19,1.11,versicolor
6.22,2.86,3.81,1.37,versicolor
5.95,3.05,5.12,1.55,virginica
5.44,2.85,4.34,1.51,versicolor
6.71,3.35,5.50,1.93,virginica
5.15,3.36,1.83,0.34,setosa
5.35,3.60,1.26,0.24,setosa
6.35,2.77,4.10,1.37,versicolor
6.89,3.08,5.21,2.18,virginica
6.64,2.57,4.10,1.46,versicolor
5.71,3.64,1.72,0.18,setosa
6.11,3.17,5.52,2.02,virginica
6.54,3.25,5.56,2.09,virginica
7.02,3.31,5.33,1.86,virginica
4.91,3.44,1.09,0.54,setosa
5.07,3.27,1.58,0.38,setosa
6.72,3.12,5.67,2.26,virginica
4.68,3.46,1.47,0.44,setosa
4.58,3.03,2.06,0.19,setosa
6.25,2.86,5.64,1.92,virginica
5.11,3.90,1.74,0.29,setosa
6.86,3.05,5.37,1.86,virginica
4.76,2.99,1.52,0.25,setosa
6.84,2.92,5.89,2.19,virginica
4.52,3.44,1.34,0.18,setosa
5.79,2.77,4.48,1.16,versicolor
5.46,2.45,4.38,1.46,versicolor
4.59,3.53,1.13,0.21,setosa
6.70,2.68,4.64,1.63,versicolor
5.02,3.21,1.48,0.27,setosa
6.01,2.78,4.28,1.43,versicolor
5.99,2.88,3.99,1.36,versicolor
6.49,3.09,5.76,2.24,virginica
6.58,2.95,5.39,1.95,virginica
5.86,2.78,4.62,1.38,versicolor
6.11,3.10,5.91,2.15,virginica
4.78,3.56,2.04,0.34,setosa
5.54,2.23,4.30,1.01,versicolor
6.41,3.01,4.99,2.26,virginica
5.13,3.76,1.79,0.13,setosa
5.15,3.48,1.78,0.12,setosa
5.03,3.22,1.41,0.39,setosa
5.85,2.72,4.12,1.36,versicolor
7.12,2.83,5.68,1.95,virginica
5.57,2.82,4.42,1.37,versicolor
6.22,3.11,5.80,1.89,virginica
6.43,2.86,6.30,2.12,virginica
4.87,3.47,1.45,0.09,setosa
5.35,3.46,1.51,0.20,setosa
6.19,3.03,5.19,2.01,virginica
5.40,3.46,1.59,0.39,setosa
4.37,3.22,1.14,0.16,setosa
5.13,3.38,1.92,0.03,setosa
6.22,2.47,5.73,2.20,virginica
6.26,2.66,3.98,1.05,versicolor
5.18,3.77,1.68,0.26,setosa
5.84,2.90,4.61,0.87,versicolor
5.66,2.72,4.07,1.29,versicolor
4.41,3.54,1.76,0.27,setosa
5.51,3.46,1.68,-0.01,setosa
6.09,2.82,4.35,1.30,versicolor
6.80,2.49,4.52,1.48,versicolor
5.89,2.86,3.96,1.28,versicolor
6.09,3.08,4.39,0.99,versicolor
6.80,3.02,6.37,2.25,virginica
5.16,3.44,1.86,0.26,setosa
5.08,3.09,1.73,0.28,setosa
5.59,2.78,3.79,1.47,versicolor
6.27,2.88,5.68,2.09,virginica
6.71,3.18,5.51,1.87,virginica
6.57,3.00,6.06,1.95,virginica
4.49,3.19,1.67,0.24,setosa
5.80,2.77,3.91,1.60,versicolor
6.92,3.10,5.58,2.05,virginica
7.27,3.00,5.51,1.89,virginica
6.41,2.84,3.94,1.18,versicolor
5.14,2.94,4.53,1.13,versicolor
5.78,2.68,3.89,1.04,versicolor
7.19,3.01,5.60,1.87,virginica
6.63,2.99,4.49,1.41,versicolor
4.21,3.33,1.77,0.32,setosa
6.23,3.11,4.72,1.72,versicolor
4.93,3.45,1.68,0.57,setosa
6.73,2.96,5.60,1.87,virginica
6.97,2.85,5.16,2.08,virginica
5.88,2.43,4.35,1.40,versicolor
6.54,2.82,4.34,1.31,versicolor
7.55,2.74,5.49,1.83,virginica
4.86,3.29,1.33,0.22,setosa
4.80,3.40,1.39,0.20,setosa
5.53,3.57,1.36,0.39,setosa
5.12,3.53,2.04,0.12,setosa
6.77,2.89,5.38,2.08,virginica
6.09,2.39,4.31,1.42,versicolor
5.41,2.62,4.29,1.57,versicolor
6.59,2.82,4.21,1.26,versicolor
6.86,2.99,5.49,2.17,virginica
4.68,3.47,1.30,-0.02,setosa
5.23,3.13,1.59,0.19,setosa
5.01,3.28,1.78,0.24,setosa
5.43,2.99,4.37,1.27,versicolor
6.55,2.97,5.51,1.71,virginica
6.72,3.09,5.60,2.35,virginica
6.17,2.88,4.54,1.63,versicolor
4.79,3.40,1.73,-0.25,setosa
6.67,2.71,5.74,1.80,virginica
6.39,3.13,5.03,1.93,virginica
6.30,3.07,5.35,2.09,virginica
6.65,2.89,4.29,1.52,versicolor
4.66,3.44,1.86,0.16,setosa
5.34,3.27,2.18,0.26,setosa
6.22,2.94,4.92,0.93,versicolor
4.93,3.29,1.44,0.15,setosa
6.66,2.78,5.72,1.87,virginica
5.28,3.21,1.31,0.65,setosa
5.48,3.09,1.76,0.27,setosa
6.43,2.99,4.32,1.41,versicolor
6.81,3.07,5.79,1.80,virginica
5.21,3.52,1.56,0.37,setosa
6.65,3.08,4.98,1.68,virginica
4.67,3.59,1.18,-0.14,setosa
6.24,2.64,4.31,1.47,versicolor
5.25,3.32,1.57,0.05,setosa
6.03,2.62,4.64,1.34,versicolor
6.03,3.07,5.45,2.22,virginica
5.06,3.35,1.52,0.22,setosa
6.26,3.31,4.52,1.38,versicolor
6.53,2.94,5.26,1.96,virginica
6.02,2.98,4.26,1.15,versicolor
6.08,2.58,4.46,1.32,versicolor
5.43,3.19,1.08,0.51,setosa
6.67,2.70,5.54,1.85,virginica
6.06,3.14,5.43,1.84,virginica
4.79,3.25,1.48,0.06,setosa
5.14,2.90,4.44,1.01,versicolor
6.52,3.19,5.40,1.92,virginica
5.32,3.33,1.22,0.51,setosa
6.80,3.03,6.02,2.25,virginica
5.75,2.89,4.76,1.37,versicolor
4.70,3.22,1.20,0.18,setosa
5.72,2.81,3.68,1.31,versicolor
6.30,2.64,4.43,1.24,versicolor
5.89,2.63,4.38,1.12,versicolor
5.27,2.43,3.88,1.21,versicolor
6.59,2.98,5.68,2.11,virginica
5.42,2.53,4.64,1.26,versicolor
6.33,2.67,4.31,1.36,versicolor
6.48,2.46,4.36,1.29,versicolor
4.80,3.67,1.64,0.26,setosa
6.56,3.03,5.47,2.04,virginica
6.12,2.83,4.03,1.68,versicolor
6.43,2.78,5.20,1.89,virginica
5.40,3.54,1.03,0.32,setosa
6.17,3.17,5.70,1.92,virginica
6.79,2.86,3.97,1.43,versicolor
5.88,2.69,3.77,1.34,versicolor
5.82,2.75,4.32,1.40,versicolor
4.97,3.26,1.53,0.13,setosa
5.75,3.00,4.81,2.31,virginica
6.95,2.91,5.76,1.88,virginica
6.42,3.00,5.23,2.03,virginica
5.65,2.94,4.09,1.40,versicolor
6.13,2.98,4.69,1.39,versicolor
5.01,3.56,1.67,0.29,setosa
5.70,2.67,4.33,1.47,versicolor
5.85,3.08,4.82,1.38,versicolor
4.76,3.81,2.19,-0.01,setosa
6.77,2.75,5.76,1.90,virginica
5.10,3.64,1.81,0.55,setosa
6.67,2.80,5.69,1.78,virginica
6.01,3.24,4.19,1.30,versicolor
5.33,2.86,3.92,1.16,versicolor
5.04,3.21,1.68,0.21,setosa
7.26,3.00,5.69,2.27,virginica
6.27,2.50,4.21,1.65,versicolor
5.03,3.16,1.57,0.28,setosa
6.52,2.53,5.45,1.89,virginica
4.92,3.33,1.86,0.34,setosa
5.61,2.67,4.43,1.59,versicolor
6.28,3.35,5.07,2.07,virginica
6.00,2.56,4.46,1.37,versicolor
5.92,2.85,3.95,1.32,versicolor
5.68,2.44,4.43,1.31,versicolor
4.87,3.26,1.69,0.66,setosa
6.67,3.14,5.59,2.15,virginica
6.08,2.92,5.36,2.10,virginica
4.61,3.39,1.49,0.48,setosa
5.39,3.10,1.17,0.12,setosa
4.76,3.42,1.12,0.09,setosa
6.31,2.92,5.06,2.01,virginica
4.72,3.28,1.79,0.11,setosa
6.00,2.86,4.24,1.40,versicolor
5.75,3.44,4.18,0.98,versicolor
6.93,3.19,4.86,1.97,virginica
5.17,3.12,1.30,0.18,setosa
6.25,2.99,4.05,1.45,versicolor
5.12,3.22,1.35,0.24,setosa
4.95,3.31,1.67,-0.05,setosa
6.53,2.83,5.84,2.11,virginica
4.89,3.11,1.77,0.46,setosa
6.38,2.85,4.56,1.61,versicolor
5.97,2.55,4.06,1.07,versicolor
5.62,2.97,4.38,1.27,versicolor
4.91,3.54,0.74,0.28,setosa
6.01,2.61,3.92,1.53,versicolor
6.36,3.08,4.32,1.49,versicolor
5.20,3.54,0.89,0.36,setosa
6.77,2.75,4.59,1.48,versicolor
5.85,2.92,5.58,2.13,virginica
4.94,3.12,1.10,0.32,setosa
5.86,2.88,4.23,1.53,versicolor
5.44,3.51,1.20,0.49,setosa
6.64,3.30,5.33,2.10,virginica
5.93,2.59,4.34,1.07,versicolor
6.78,3.27,5.08,1.84,virginica
6.34,3.01,5.40,2.10,virginica
4.95,3.40,1.85,0.37,setosa
5.98,3.03,5.89,2.19,virginica
6.43,2.85,5.75,1.98,virginica
6.02,3.09,4.52,1.26,versicolor
5.29,3.20,1.50,0.40,setosa
4.21,3.23,1.19,0.05,setosa
6.82,3.20,5.85,1.69,virginica
5.01,3.40,1.40,0.12,setosa
5.13,3.58,1.32,0.38,setosa
5.89,2.52,4.13,1.56,versicolor
5.45,3.35,1.42,0.08,setosa
6.24,2.74,4.00,1.12,versicolor
4.60,3.29,1.97,0.19,setosa
4.97,3.51,1.82,0.19,setosa
6.84,2.94,5.74,2.03,virginica
6.76,2.79,5.61,2.24,virginica
6.76,2.89,3.94,1.20,versicolor
4.76,3.43,1.28,0.46,setosa
5.17,3.36,1.19,0.26,setosa
5.82,3.26,1.58,-0.09,setosa
5.78,2.77,4.13,1.15,versicolor
4.91,3.37,1.52,0.09,setosa
7.30,2.95,5.45,2.17,virginica
5.54,2.78,4.25,1.49,versicolor
6.64,2.94,5.13,1.93,virginica
5.65,3.37,1.27,0.24,setosa
6.42,2.75,4.23,1.42,versicolor
5.37,2.81,4.23,1.55,versicolor
5.34,3.40,1.29,0.19,setosa
5.77,2.68,5.33,2.02,virginica
5.65,3.09,4.25,1.23,versicolor
5.23,3.30,2.08,0.56,setosa
6.83,2.92,4.08,1.39,versicolor
6.51,2.66,4.51,1.24,versicolor
5.00,3.26,1.54,0.29,setosa
6.54,3.18,5.19,1.89,virginica
4.29,3.21,1.98,0.06,setosa
5.76,3.45,1.32,0.02,setosa
6.37,3.08,5.17,1.98,virginica
6.03,2.63,4.76,1.69,versicolor
4.78,3.14,1.88,0.22,setosa
5.27,2.40,4.51,1.41,versicolor
6.58,2.96,5.36,1.61,virginica
6.42,3.03,5.11,1.91,virginica
5.06,2.88,1.27,0.29,setosa
5.41,3.30,1.78,0.14,setosa
5.01,3.40,1.71,0.17,setosa
5.52,3.01,1.30,0.15,setosa
5.76,2.70,4.30,1.51,versicolor
6.58,3.28,5.33,2.00,virginica
5.06,3.48,2.10,-0.02,setosa
6.22,2.26,4.55,1.25,versicolor
5.05,3.36,1.79,0.45,setosa
5.08,3.24,1.15,0.24,setosa
6.56,2.68,3.68,0.87,versicolor
6.21,3.33,5.44,1.70,virginica
6.40,2.99,5.34,2.14,virginica
4.99,3.69,1.21,0.22,setosa
5.13,2.88,1.58,0.24,setosa
6.12,3.05,4.57,1.38,versicolor
4.95,3.21,1.53,0.33,setosa
6.76,2.62,4.92,1.96,virginica
7.14,3.03,5.44,1.99,virginica
4.29,3.36,1.41,0.17,setosa
6.62,2.96,5.55,1.71,virginica
6.35,3.08,5.82,2.24,virginica
7.25,3.05,5.97,2.04,virginica
5.34,2.93,4.31,1.21,versicolor
6.72,2.79,5.22,1.85,virginica
4.67,3.46,1.85,0.38,setosa
5.90,2.74,4.85,1.46,versicolor
6.11,3.07,5.41,1.94,virginica
6.69,2.84,4.98,1.86,virginica
5.06,3.47,1.42,0.11,setosa
5.97,2.52,4.06,1.40,versicolor
6.09,2.98,5.37,1.93,virginica
4.89,3.33,1.42,0.52,setosa
7.10,3.31,5.89,2.11,virginica
7.05,2.71,5.57,1.90,virginica
6.50,2.76,5.29,1.76,virginica
5.30,3.51,2.04,-0.09,setosa
5.29,2.86,4.09,1.05,versicolor
6.57,2.72,5.17,1.91,virginica
6.60,2.71,4.98,1.91,virginica
7.13,2.92,5.67,1.95,virginica
6.29,3.02,5.29,2.25,virginica
5.12,3.46,1.09,0.07,setosa
4.72,3.59,1.72,0.14,setosa
7.11,3.25,5.75,1.96,virginica
5.05,3.94,1.53,-0.13,setosa
5.52,2.65,3.99,1.39,versicolor
5.03,3.36,1.67,0.28,setosa
6.39,3.17,5.52,1.99,virginica
5.49,3.15,4.25,1.55,versicolor
6.37,2.86,5.10,2.03,virginica
6.11,2.89,4.33,1.08,versicolor
5.92,3.01,3.91,1.25,versicolor
5.77,2.91,4.56,1.15,versicolor
5.94,2.94,5.13,2.15,virginica
5.26,3.34,1.30,0.35,setosa
5.51,3.72,1.97,0.25,setosa
6.27,2.64,4.24,1.22,versicolor
4.77,3.35,1.69,0.33,setosa
5.06,3.70,1.44,0.17,setosa
5.25,3.39,1.50,-0.05,setosa
6.27,3.14,5.04,2.10,virginica
5.60,3.60,1.47,0.21,setosa
5.69,3.00,4.81,1.04,versicolor
4.88,3.26,1.38,0.12,setosa
6.52,2.75,5.53,2.40,virginica
5.18,3.18,1.81,0.06,setosa
6.49,2.83,5.58,1.93,virginica
5.57,3.00,4.25,0.99,versicolor
6.57,3.02,5.39,2.00,virginica
6.96,3.18,5.09,2.15,virginica
6.00,3.23,5.44,2.20,virginica
7.01,2.95,5.68,1.91,virginica
5.86,2.97,4.65,1.44,versicolor
6.74,3.27,5.20,2.19,virginica
5.41,3.53,1.49,0.37,setosa
6.77,2.98,5.59,2.04,virginica
6.55,2.69,5.26,1.89,virginica
6.02,2.46,4.49,1.20,versicolor
5.81,2.80,4.10,1.33,versicolor
6.14,2.74,4.28,1.86,versicolor
6.37,2.88,4.97,1.19,versicolor
4.57,3.73,1.65,0.57,setosa
4.93,3.56,1.81,-0.02,setosa
4.57,3.69,2.21,0.34,setosa
6.49,2.94,5.77,2.09,virginica
6.52,3.09,3.66,1.13,versicolor
5.10,3.46,1.68,0.15,setosa
6.50,3.19,5.16,2.23,virginica
4.93,3.20,1.07,0.00,setosa
6.79,3.23,5.46,2.06,virginica
6.63,2.84,5.80,1.94,virginica
6.82,2.96,5.45,1.95,virginica
5.24,3.15,1.86,0.11,setosa
4.65,3.59,1.58,0.05,setosa
6.30,3.25,5.32,1.88,virginica
5.83,3.20,5.86,2.26,virginica
6.11,2.95,4.51,1.30,versicolor
6.65,3.11,5.83,1.85,virginica
5.03,3.18,1.42,0.22,setosa
6.39,3.13,5.60,1.86,virginica
5.37,3.49,1.50,0.01,setosa
4.27,3.67,1.53,0.04,setosa
6.58,2.87,5.39,2.17,virginica
6.51,3.27,5.54,1.69,virginica
4.70,3.37,1.08,-0.01,setosa
5.47,3.30,1.59,0.24,setosa
5.89,2.75,4.10,1.42,versicolor
6.37,2.73,5.49,1.94,virginica
6.12,2.45,5.65,2.23,virginica
6.15,2.99,4.19,0.97,versicolor
6.39,3.06,5.69,2.03,virginica
5.32,3.36,1.61,0.09,setosa
6.39,2.93,5.92,1.78,virginica
5.36,2.87,4.53,1.44,versicolor
5.97,2.96,4.36,1.35,versicolor
6.16,2.68,4.43,1.31,versicolor
6.77,3.35,5.91,2.12,virginica
6.23,2.90,4.04,1.24,versicolor
6.25,3.08,6.08,1.98,virginica
6.22,2.84,4.39,1.36,versicolor
6.93,3.17,5.65,2.18,virginica
5.46,3.62,1.57,-0.07,setosa
5.99,2.90,4.36,0.94,versicolor
6.36,2.99,4.03,1.38,versicolor
5.77,2.70,3.52,1.14,versicolor
6.65,2.91,5.54,1.82,virginica
6.00,2.49,4.09,1.51,versicolor
6.10,2.86,4.27,1.32,versicolor
5.03,3.68,1.29,0.19,setosa
5.85,2.68,4.44,1.33,versicolor
6.88,3.09,5.34,1.82,virginica
6.42,3.00,5.75,2.05,virginica
4.87,3.20,1.42,0.15,setosa
5.24,3.20,2.05,0.19,setosa
6.95,3.20,5.44,1.92,virginica
4.89,3.14,1.29,0.19,setosa
6.30,2.67,4.34,1.15,versicolor
4.11,3.58,2.19,0.25,setosa
4.85,3.50,1.21,0.22,setosa
4.53,3.55,1.75,0.08,setosa
5.02,3.38,1.32,0.61,setosa
6.70,2.47,5.17,2.11,virginica
5.30,3.82,1.73,0.30,setosa
5.76,3.01,3.72,1.11,versicolor
6.32,2.73,4.56,1.55,versicolor
7.82,3.06,5.66,1.99,virginica
6.86,2.98,5.54,2.22,virginica
6.52,2.87,4.13,1.34,versicolor
5.83,2.59,4.25,1.04,versicolor
6.11,2.89,3.97,1.40,versicolor
6.56,2.73,5.13,2.17,virginica
6.30,3.03,4.01,1.61,versicolor
6.41,2.75,5.67,2.17,virginica
6.11,2.85,4.20,1.22,versicolor
6.71,2.81,5.20,2.04,virginica
4.41,3.13,1.66,0.19,setosa
4.54,3.61,1.49,0.50,setosa
4.88,3.50,1.94,0.13,setosa
6.36,3.01,5.08,2.18,virginica
5.12,2.73,3.80,1.22,versicolor
5.13,3.90,1.27,0.23,setosa
4.74,3.52,1.45,0.36,setosa
4.41,3.48,0.92,-0.00,setosa
5.87,3.01,5.86,1.88,virginica
6.03,2.48,3.63,1.14,versicolor
6.35,3.25,5.53,1.85,virginica
4.60,3.13,1.20,0.25,setosa
6.42,2.84,4.74,1.28,versicolor
5.39,3.49,1.55,0.26,setosa
6.36,3.03,4.24,1.33,versicolor
5.78,2.76,4.61,1.03,versicolor
5.90,2.58,4.52,1.16,versicolor
7.13,2.93,5.55,2.22,virginica
4.22,3.41,1.63,0.06,setosa
5.19,3.52,1.31,0.36,setosa
6.31,3.19,6.07,2.15,virginica
4.92,3.33,1.67,0.31,setosa
5.95,3.08,5.59,1.89,virginica
6.70,3.00,5.36,1.70,virginica
6.28,2.83,4.45,1.43,versicolor
6.31,2.66,4.75,1.54,versicolor
6.53,2.34,4.11,1.40,versicolor
6.63,3.32,5.27,1.91,virginica
6.12,2.55,4.53,1.30,versicolor
4.65,3.37,1.68,0.22,setosa
6.71,2.88,5.68,2.17,virginica
5.49,3.40,2.13,0.09,setosa
7.07,3.09,5.76,1.87,virginica
5.32,3.19,1.70,0.33,setosa
6.08,2.83,4.12,1.31,versicolor
6.55,3.08,5.51,1.81,virginica
6.16,2.80,4.19,1.38,versicolor
4.83,3.22,1.55,0.39,setosa
5.36,3.37,1.81,0.25,setosa
5.53,2.69,4.28,1.12,versicolor
5.69,3.01,4.49,1.37,versicolor
6.19,2.72,4.43,1.14,versicolor
6.03,2.78,4.06,1.69,versicolor
7.06,3.06,5.35,1.92,virginica
6.43,2.92,5.59,2.09,virginica
6.54,3.16,5.63,1.92,virginica
5.15,3.22,1.52,0.22,setosa
6.08,2.84,4.42,1.29,versicolor
6.65,3.43,5.47,1.93,virginica
6.55,2.99,5.23,1.98,virginica
5.19,3.42,1.64,0.36,setosa
5.24,3.39,1.04,0.58,setosa
4.63,3.60,2.01,0.30,setosa
6.06,2.84,4.79,0.87,versicolor
6.04,2.98,4.40,1.42,versicolor
5.66,3.27,1.85,0.50,setosa
6.67,3.12,5.37,2.19,virginica
4.67,3.27,1.42,0.03,setosa
4.62,3.33,2.18,0.24,setosa
5.28,3.29,1.35,0.00,setosa
6.38,2.74,6.00,1.63,virginica
7.28,3.16,5.19,1.94,virginica
5.10,3.36,1.84,-0.14,setosa
6.36,2.90,5.23,1.90,virginica
5.47,3.49,1.48,0.64,setosa
6.76,2.86,5.05,2.20,virginica
4.49,3.32,1.54,0.22,setosa
6.82,2.95,5.88,2.29,virginica
6.29,2.72,5.88,1.70,virginica
5.90,2.66,4.47,1.23,versicolor
6.00,2.96,4.55,1.25,versicolor
6.68,2.79,4.23,1.10,versicolor
6.16,3.08,5.56,2.29,virginica
4.80,3.51,1.12,0.63,setosa
5.42,2.37,4.04,1.49,versicolor
5.33,3.54,1.68,0.43,setosa
6.58,3.04,5.20,2.19,virginica
6.28,2.93,5.46,1.97,virginica
5.74,3.52,1.24,0.40,setosa
6.37,3.20,4.48,1.40,versicolor
6.69,3.06,5.34,1.96,virginica
4.98,3.35,1.59,0.36,setosa
4.68,2.98,1.39,-0.02,setosa
6.77,2.95,5.62,1.90,virginica
6.81,2.87,5.56,2.04,virginica
7.62,2.79,5.20,2.16,virginica
6.32,3.13,5.33,1.94,virginica
4.39,3.34,1.50,0.27,setosa
5.56,3.39,1.81,0.34,setosa
6.48,2.59,5.12,1.14,versicolor
4.77,3.37,1.46,0.04,setosa
4.72,3.57,1.19,0.05,setosa
5.52,3.50,1.57,0.28,setosa
6.79,3.12,5.12,2.19,virginica
5.44,2.90,4.16,1.38,versicolor
4.94,3.39,1.56,0.49,setosa
4.62,3.24,1.96,0.51,setosa
4.69,3.23,1.59,0.09,setosa
6.63,2.61,4.62,1.51,versicolor
5.31,3.35,1.08,0.08,setosa
6.70,3.14,5.91,2.04,virginica
5.17,3.30,0.65,0.22,setosa
5.53,3.51,1.48,0.15,setosa
6.54,3.14,5.44,2.18,virginica
4.66,3.24,1.82,0.10,setosa
6.73,3.08,4.03,1.55,versicolor
5.41,2.83,3.64,1.11,versicolor
5.90,3.00,5.47,2.01,virginica
5.91,2.62,4.45,1.30,versicolor
5.53,2.88,3.94,1.25,versicolor
6.63,2.87,6.35,1.95,virginica
4.95,2.89,1.61,-0.02,setosa
6.07,2.83,4.16,1.40,versicolor
5.60,2.97,4.16,1.33,versicolor
6.00,2.79,4.51,1.21,versicolor
4.68,3.69,1.92,0.26,setosa
6.38,2.95,5.76,1.91,virginica
5.85,2.76,3.62,1.46,versicolor
6.43,2.97,5.70,2.14,virginica
5.08,3.35,1.44,0.26,setosa
5.57,3.08,3.54,1.14,versicolor
4.76,3.71,1.70,0.34,setosa
5.60,2.71,4.57,1.15,versicolor
6.54,2.43,4.44,1.57,versicolor
6.17,2.72,3.70,1.16,versicolor
4.47,3.70,1.30,-0.25,setosa
5.77,3.54,1.39,0.39,setosa
5.89,2.80,3.87,1.31,versicolor
6.57,2.89,5.42,1.98,virginica
7.34,2.85,5.72,2.01,virginica
6.47,2.98,5.54,1.97,virginica
4.85,3.63,1.71,-0.26,setosa
6.06,2.98,4.49,1.28,versicolor
5.23,3.37,1.29,0.25,setosa
5.50,3.07,4.33,1.37,versicolor
5.90,3.20,1.36,0.10,setosa
6.65,3.15,5.51,2.20,virginica
5.08,3.60,0.98,0.11,setosa
